Request_id,Pickup_point,Driver id,Status,Request_timestamp,Drop_timestamp,Request_date,Request_time,Drop_date,Drop_time,Request_hour,Request_day,Time_slot,Trip_completed
1498,City,273,Trip Completed,12-07-2016 05:30,12-07-2016 06:15,12-07-2016,05:30:00,12-07-2016,06:15:00,5,Tuesday,Early Morning,TRUE
2553,Airport,273,Trip Completed,12-07-2016 21:23,12-07-2016 22:44,12-07-2016,21:23:00,12-07-2016,22:44:00,21,Tuesday,Night,TRUE
3777,Airport,273,Trip Completed,13-07-2016 20:47,13-07-2016 21:28,13-07-2016,20:47:31,13-07-2016,21:28:07,20,Wednesday,Night,TRUE
3914,City,273,Trip Completed,13-07-2016 22:09,13-07-2016 22:40,13-07-2016,22:09:53,13-07-2016,22:40:43,22,Wednesday,Night,TRUE
4114,City,273,Trip Completed,14-07-2016 04:04,14-07-2016 04:42,14-07-2016,04:04:43,14-07-2016,04:42:17,4,Thursday,Early Morning,TRUE
5703,Airport,273,Trip Completed,15-07-2016 07:27,15-07-2016 08:23,15-07-2016,07:27:53,15-07-2016,08:23:13,7,Friday,Early Morning,TRUE
5888,City,273,Trip Completed,15-07-2016 09:38,15-07-2016 10:35,15-07-2016,09:38:06,15-07-2016,10:35:38,9,Friday,Morning,TRUE
6042,Airport,273,Trip Completed,15-07-2016 13:09,15-07-2016 14:30,15-07-2016,13:09:43,15-07-2016,14:30:50,13,Friday,Afternoon,TRUE
6150,Airport,273,Trip Completed,15-07-2016 16:21,15-07-2016 17:20,15-07-2016,16:21:43,15-07-2016,17:20:32,16,Friday,Evening,TRUE
410,City,274,Trip Completed,11-07-2016 08:34,11-07-2016 09:25,11-07-2016,08:34:00,11-07-2016,09:25:00,8,Monday,Morning,TRUE
610,Airport,274,Trip Completed,11-07-2016 11:49,11-07-2016 12:58,11-07-2016,11:49:00,11-07-2016,12:58:00,11,Monday,Morning,TRUE
719,Airport,274,Trip Completed,11-07-2016 14:52,11-07-2016 15:32,11-07-2016,14:52:00,11-07-2016,15:32:00,14,Monday,Afternoon,TRUE
1060,City,274,Trip Completed,11-07-2016 19:50,11-07-2016 20:48,11-07-2016,19:50:00,11-07-2016,20:48:00,19,Monday,Evening,TRUE
1929,City,274,Trip Completed,12-07-2016 11:18,12-07-2016 12:16,12-07-2016,11:18:00,12-07-2016,12:16:00,11,Tuesday,Morning,TRUE
2101,City,274,Trip Completed,12-07-2016 16:10,12-07-2016 17:10,12-07-2016,16:10:00,12-07-2016,17:10:00,16,Tuesday,Evening,TRUE
2282,City,274,Trip Completed,12-07-2016 18:42,12-07-2016 19:45,12-07-2016,18:42:00,12-07-2016,19:45:00,18,Tuesday,Evening,TRUE
3190,City,274,Trip Completed,13-07-2016 09:28,13-07-2016 10:44,13-07-2016,09:28:16,13-07-2016,10:44:23,9,Wednesday,Morning,TRUE
3412,City,274,Trip Completed,13-07-2016 15:26,13-07-2016 16:04,13-07-2016,15:26:37,13-07-2016,16:04:48,15,Wednesday,Afternoon,TRUE
3725,City,274,Trip Completed,13-07-2016 20:00,13-07-2016 21:13,13-07-2016,20:00:58,13-07-2016,21:13:37,20,Wednesday,Night,TRUE
4612,City,274,Trip Completed,14-07-2016 10:41,14-07-2016 11:31,14-07-2016,10:41:28,14-07-2016,11:31:43,10,Thursday,Morning,TRUE
5033,Airport,274,Trip Completed,14-07-2016 19:16,14-07-2016 20:06,14-07-2016,19:16:11,14-07-2016,20:06:00,19,Thursday,Evening,TRUE
5764,City,274,Trip Completed,15-07-2016 08:17,15-07-2016 09:01,15-07-2016,08:17:31,15-07-2016,09:01:46,8,Friday,Morning,TRUE
6750,Airport,274,Trip Completed,15-07-2016 23:51,16-07-2016 00:49,15-07-2016,23:51:42,16-07-2016,00:49:54,23,Friday,Night,TRUE
314,Airport,275,Trip Completed,11-07-2016 07:28,11-07-2016 08:15,11-07-2016,07:28:00,11-07-2016,08:15:00,7,Monday,Early Morning,TRUE
757,Airport,275,Trip Completed,11-07-2016 16:01,11-07-2016 16:52,11-07-2016,16:01:00,11-07-2016,16:52:00,16,Monday,Evening,TRUE
2123,City,275,Trip Completed,12-07-2016 16:45,12-07-2016 17:40,12-07-2016,16:45:00,12-07-2016,17:40:00,16,Tuesday,Evening,TRUE
2824,City,275,Trip Completed,13-07-2016 05:10,13-07-2016 06:29,13-07-2016,05:10:28,13-07-2016,06:29:18,5,Wednesday,Early Morning,TRUE
3445,Airport,275,Trip Completed,13-07-2016 16:39,13-07-2016 17:22,13-07-2016,16:39:52,13-07-2016,17:22:26,16,Wednesday,Evening,TRUE
3690,Airport,275,Trip Completed,13-07-2016 19:43,13-07-2016 20:48,13-07-2016,19:43:33,13-07-2016,20:48:13,19,Wednesday,Evening,TRUE
5440,Airport,275,Trip Completed,15-07-2016 03:04,15-07-2016 04:04,15-07-2016,03:04:32,15-07-2016,04:04:20,3,Friday,Late Night,TRUE
6090,Airport,275,Trip Completed,15-07-2016 14:31,15-07-2016 15:09,15-07-2016,14:31:47,15-07-2016,15:09:22,14,Friday,Afternoon,TRUE
303,Airport,276,Trip Completed,11-07-2016 07:19,11-07-2016 08:01,11-07-2016,07:19:00,11-07-2016,08:01:00,7,Monday,Early Morning,TRUE
560,Airport,276,Trip Completed,11-07-2016 10:16,11-07-2016 11:25,11-07-2016,10:16:00,11-07-2016,11:25:00,10,Monday,Morning,TRUE
1319,City,276,Trip Completed,11-07-2016 22:48,11-07-2016 23:43,11-07-2016,22:48:00,11-07-2016,23:43:00,22,Monday,Night,TRUE
1493,Airport,276,Trip Completed,12-07-2016 05:28,12-07-2016 06:22,12-07-2016,05:28:00,12-07-2016,06:22:00,5,Tuesday,Early Morning,TRUE
1662,City,276,Trip Completed,12-07-2016 07:27,12-07-2016 08:32,12-07-2016,07:27:00,12-07-2016,08:32:00,7,Tuesday,Early Morning,TRUE
2020,City,276,Trip Completed,12-07-2016 13:40,12-07-2016 14:37,12-07-2016,13:40:00,12-07-2016,14:37:00,13,Tuesday,Afternoon,TRUE
2407,City,276,Trip Completed,12-07-2016 19:57,12-07-2016 20:47,12-07-2016,19:57:00,12-07-2016,20:47:00,19,Tuesday,Evening,TRUE
2818,Airport,276,Trip Completed,13-07-2016 05:05,13-07-2016 05:37,13-07-2016,05:05:59,13-07-2016,05:37:28,5,Wednesday,Early Morning,TRUE
3827,City,276,Trip Completed,13-07-2016 21:10,13-07-2016 22:09,13-07-2016,21:10:35,13-07-2016,22:09:18,21,Wednesday,Night,TRUE
4421,City,276,Trip Completed,14-07-2016 08:16,14-07-2016 09:20,14-07-2016,08:16:58,14-07-2016,09:20:40,8,Thursday,Morning,TRUE
5673,Airport,276,Trip Completed,15-07-2016 07:05,15-07-2016 07:39,15-07-2016,07:05:19,15-07-2016,07:39:49,7,Friday,Early Morning,TRUE
6372,Airport,276,Trip Completed,15-07-2016 19:09,15-07-2016 19:37,15-07-2016,19:09:35,15-07-2016,19:37:24,19,Friday,Evening,TRUE
6563,City,276,Trip Completed,15-07-2016 21:03,15-07-2016 22:21,15-07-2016,21:03:48,15-07-2016,22:21:22,21,Friday,Night,TRUE
579,City,277,Trip Completed,11-07-2016 11:04,11-07-2016 12:02,11-07-2016,11:04:00,11-07-2016,12:02:00,11,Monday,Morning,TRUE
689,City,277,Trip Completed,11-07-2016 13:45,11-07-2016 14:19,11-07-2016,13:45:00,11-07-2016,14:19:00,13,Monday,Afternoon,TRUE
724,Airport,277,Trip Completed,11-07-2016 15:06,11-07-2016 15:42,11-07-2016,15:06:00,11-07-2016,15:42:00,15,Monday,Afternoon,TRUE
1499,City,277,Trip Completed,12-07-2016 05:30,12-07-2016 06:18,12-07-2016,05:30:00,12-07-2016,06:18:00,5,Tuesday,Early Morning,TRUE
3960,Airport,277,Trip Completed,13-07-2016 22:52,13-07-2016 23:33,13-07-2016,22:52:41,13-07-2016,23:33:44,22,Wednesday,Night,TRUE
4919,Airport,277,Trip Completed,14-07-2016 18:16,14-07-2016 18:54,14-07-2016,18:16:47,14-07-2016,18:54:51,18,Thursday,Evening,TRUE
6334,Airport,277,Trip Completed,15-07-2016 18:43,15-07-2016 19:50,15-07-2016,18:43:20,15-07-2016,19:50:18,18,Friday,Evening,TRUE
1577,Airport,278,Trip Completed,12-07-2016 06:22,12-07-2016 07:37,12-07-2016,06:22:00,12-07-2016,07:37:00,6,Tuesday,Early Morning,TRUE
2197,Airport,278,Trip Completed,12-07-2016 17:53,12-07-2016 18:27,12-07-2016,17:53:00,12-07-2016,18:27:00,17,Tuesday,Evening,TRUE
2509,City,278,Trip Completed,12-07-2016 21:01,12-07-2016 21:51,12-07-2016,21:01:00,12-07-2016,21:51:00,21,Tuesday,Night,TRUE
3514,Airport,278,Trip Completed,13-07-2016 17:42,13-07-2016 18:29,13-07-2016,17:42:12,13-07-2016,18:29:48,17,Wednesday,Evening,TRUE
4588,City,278,Trip Completed,14-07-2016 10:01,14-07-2016 11:11,14-07-2016,10:01:28,14-07-2016,11:11:25,10,Thursday,Morning,TRUE
5929,Airport,278,Trip Completed,15-07-2016 10:06,15-07-2016 10:53,15-07-2016,10:06:37,15-07-2016,10:53:39,10,Friday,Morning,TRUE
6335,City,278,Trip Completed,15-07-2016 18:45,15-07-2016 19:18,15-07-2016,18:45:58,15-07-2016,19:18:27,18,Friday,Evening,TRUE
375,Airport,279,Trip Completed,11-07-2016 08:07,11-07-2016 09:26,11-07-2016,08:07:00,11-07-2016,09:26:00,8,Monday,Morning,TRUE
555,City,279,Trip Completed,11-07-2016 10:16,11-07-2016 11:01,11-07-2016,10:16:00,11-07-2016,11:01:00,10,Monday,Morning,TRUE
622,Airport,279,Trip Completed,11-07-2016 12:01,11-07-2016 13:15,11-07-2016,12:01:00,11-07-2016,13:15:00,12,Monday,Afternoon,TRUE
1975,City,279,Trip Completed,12-07-2016 12:17,12-07-2016 13:34,12-07-2016,12:17:00,12-07-2016,13:34:00,12,Tuesday,Afternoon,TRUE
2831,Airport,279,Trip Completed,13-07-2016 05:22,13-07-2016 06:26,13-07-2016,05:22:17,13-07-2016,06:26:06,5,Wednesday,Early Morning,TRUE
3085,Airport,279,Trip Completed,13-07-2016 08:18,13-07-2016 08:55,13-07-2016,08:18:54,13-07-2016,08:55:31,8,Wednesday,Morning,TRUE
3418,City,279,Trip Completed,13-07-2016 15:37,13-07-2016 16:45,13-07-2016,15:37:16,13-07-2016,16:45:57,15,Wednesday,Afternoon,TRUE
3915,City,279,Trip Completed,13-07-2016 22:08,13-07-2016 23:26,13-07-2016,22:08:31,13-07-2016,23:26:52,22,Wednesday,Night,TRUE
4443,Airport,279,Trip Completed,14-07-2016 08:29,14-07-2016 09:40,14-07-2016,08:29:44,14-07-2016,09:40:20,8,Thursday,Morning,TRUE
5686,City,279,Trip Completed,15-07-2016 07:19,15-07-2016 08:22,15-07-2016,07:19:13,15-07-2016,08:22:44,7,Friday,Early Morning,TRUE
6120,Airport,279,Trip Completed,15-07-2016 15:21,15-07-2016 16:06,15-07-2016,15:21:39,15-07-2016,16:06:05,15,Friday,Afternoon,TRUE
6274,Airport,279,Trip Completed,15-07-2016 18:18,15-07-2016 19:02,15-07-2016,18:18:34,15-07-2016,19:02:40,18,Friday,Evening,TRUE
6364,City,279,Trip Completed,15-07-2016 19:11,15-07-2016 19:50,15-07-2016,19:11:18,15-07-2016,19:50:39,19,Friday,Evening,TRUE
89,City,280,Trip Completed,11-07-2016 04:52,11-07-2016 05:51,11-07-2016,04:52:00,11-07-2016,05:51:00,4,Monday,Early Morning,TRUE
805,Airport,280,Trip Completed,11-07-2016 17:19,11-07-2016 18:18,11-07-2016,17:19:00,11-07-2016,18:18:00,17,Monday,Evening,TRUE
2836,City,280,Trip Completed,13-07-2016 05:20,13-07-2016 06:22,13-07-2016,05:20:12,13-07-2016,06:22:58,5,Wednesday,Early Morning,TRUE
3298,City,280,Trip Completed,13-07-2016 11:44,13-07-2016 12:47,13-07-2016,11:44:06,13-07-2016,12:47:18,11,Wednesday,Morning,TRUE
5506,City,280,Trip Completed,15-07-2016 05:06,15-07-2016 05:41,15-07-2016,05:06:18,15-07-2016,05:41:21,5,Friday,Early Morning,TRUE
6159,City,280,Trip Completed,15-07-2016 16:35,15-07-2016 17:23,15-07-2016,16:35:35,15-07-2016,17:23:29,16,Friday,Evening,TRUE
6492,City,280,Trip Completed,15-07-2016 20:31,15-07-2016 21:18,15-07-2016,20:31:29,15-07-2016,21:18:30,20,Friday,Night,TRUE
592,City,281,Trip Completed,11-07-2016 11:18,11-07-2016 11:54,11-07-2016,11:18:00,11-07-2016,11:54:00,11,Monday,Morning,TRUE
737,Airport,281,Trip Completed,11-07-2016 15:30,11-07-2016 16:04,11-07-2016,15:30:00,11-07-2016,16:04:00,15,Monday,Afternoon,TRUE
1108,City,281,Trip Completed,11-07-2016 20:11,11-07-2016 20:53,11-07-2016,20:11:00,11-07-2016,20:53:00,20,Monday,Night,TRUE
1387,Airport,281,Trip Completed,12-07-2016 01:33,12-07-2016 02:18,12-07-2016,01:33:00,12-07-2016,02:18:00,1,Tuesday,Late Night,TRUE
2311,Airport,281,Trip Completed,12-07-2016 19:00,12-07-2016 19:56,12-07-2016,19:00:00,12-07-2016,19:56:00,19,Tuesday,Evening,TRUE
2887,City,281,Trip Completed,13-07-2016 05:50,13-07-2016 06:28,13-07-2016,05:50:50,13-07-2016,06:28:37,5,Wednesday,Early Morning,TRUE
3283,City,281,Trip Completed,13-07-2016 10:51,13-07-2016 11:36,13-07-2016,10:51:27,13-07-2016,11:36:14,10,Wednesday,Morning,TRUE
4341,City,281,Trip Completed,14-07-2016 07:14,14-07-2016 08:26,14-07-2016,07:14:10,14-07-2016,08:26:03,7,Thursday,Early Morning,TRUE
5025,Airport,281,Trip Completed,14-07-2016 19:05,14-07-2016 20:08,14-07-2016,19:05:58,14-07-2016,20:08:00,19,Thursday,Evening,TRUE
5437,Airport,281,Trip Completed,15-07-2016 02:59,15-07-2016 03:57,15-07-2016,02:59:50,15-07-2016,03:57:34,2,Friday,Late Night,TRUE
5652,City,281,Trip Completed,15-07-2016 06:56,15-07-2016 08:07,15-07-2016,06:56:07,15-07-2016,08:07:42,6,Friday,Early Morning,TRUE
672,Airport,282,Trip Completed,11-07-2016 13:20,11-07-2016 14:22,11-07-2016,13:20:00,11-07-2016,14:22:00,13,Monday,Afternoon,TRUE
1578,Airport,282,Trip Completed,12-07-2016 06:25,12-07-2016 07:42,12-07-2016,06:25:00,12-07-2016,07:42:00,6,Tuesday,Early Morning,TRUE
4506,City,282,Trip Completed,14-07-2016 09:09,14-07-2016 10:08,14-07-2016,09:09:42,14-07-2016,10:08:17,9,Thursday,Morning,TRUE
4762,City,282,Trip Completed,14-07-2016 15:22,14-07-2016 16:19,14-07-2016,15:22:12,14-07-2016,16:19:27,15,Thursday,Afternoon,TRUE
6081,City,282,Trip Completed,15-07-2016 14:22,15-07-2016 15:12,15-07-2016,14:22:48,15-07-2016,15:12:20,14,Friday,Afternoon,TRUE
6503,City,282,Trip Completed,15-07-2016 20:30,15-07-2016 21:22,15-07-2016,20:30:34,15-07-2016,21:22:33,20,Friday,Night,TRUE
649,City,283,Trip Completed,11-07-2016 12:42,11-07-2016 13:16,11-07-2016,12:42:00,11-07-2016,13:16:00,12,Monday,Afternoon,TRUE
1040,City,283,Trip Completed,11-07-2016 19:33,11-07-2016 20:15,11-07-2016,19:33:00,11-07-2016,20:15:00,19,Monday,Evening,TRUE
1461,Airport,283,Trip Completed,12-07-2016 04:58,12-07-2016 06:10,12-07-2016,04:58:00,12-07-2016,06:10:00,4,Tuesday,Early Morning,TRUE
2497,City,283,Trip Completed,12-07-2016 20:57,12-07-2016 21:42,12-07-2016,20:57:00,12-07-2016,21:42:00,20,Tuesday,Night,TRUE
2758,City,283,Trip Completed,13-07-2016 03:48,13-07-2016 04:21,13-07-2016,03:48:21,13-07-2016,04:21:53,3,Wednesday,Late Night,TRUE
2991,Airport,283,Trip Completed,13-07-2016 07:07,13-07-2016 08:07,13-07-2016,07:07:29,13-07-2016,08:07:22,7,Wednesday,Early Morning,TRUE
3458,City,283,Trip Completed,13-07-2016 17:04,13-07-2016 18:02,13-07-2016,17:04:29,13-07-2016,18:02:55,17,Wednesday,Evening,TRUE
3830,Airport,283,Trip Completed,13-07-2016 21:14,13-07-2016 22:02,13-07-2016,21:14:26,13-07-2016,22:02:10,21,Wednesday,Night,TRUE
6685,Airport,283,Trip Completed,15-07-2016 22:34,15-07-2016 23:27,15-07-2016,22:34:55,15-07-2016,23:27:52,22,Friday,Night,TRUE
420,City,284,Trip Completed,11-07-2016 08:37,11-07-2016 09:27,11-07-2016,08:37:00,11-07-2016,09:27:00,8,Monday,Morning,TRUE
662,City,284,Trip Completed,11-07-2016 12:58,11-07-2016 14:02,11-07-2016,12:58:00,11-07-2016,14:02:00,12,Monday,Afternoon,TRUE
791,Airport,284,Trip Completed,11-07-2016 16:55,11-07-2016 17:35,11-07-2016,16:55:00,11-07-2016,17:35:00,16,Monday,Evening,TRUE
1164,City,284,Trip Completed,11-07-2016 20:50,11-07-2016 21:39,11-07-2016,20:50:00,11-07-2016,21:39:00,20,Monday,Night,TRUE
2939,City,284,Trip Completed,13-07-2016 06:25,13-07-2016 07:05,13-07-2016,06:25:15,13-07-2016,07:05:09,6,Wednesday,Early Morning,TRUE
3867,City,284,Trip Completed,13-07-2016 21:45,13-07-2016 22:24,13-07-2016,21:45:14,13-07-2016,22:24:40,21,Wednesday,Night,TRUE
4290,City,284,Trip Completed,14-07-2016 06:36,14-07-2016 07:36,14-07-2016,06:36:01,14-07-2016,07:36:04,6,Thursday,Early Morning,TRUE
4400,Airport,284,Trip Completed,14-07-2016 08:01,14-07-2016 08:44,14-07-2016,08:01:59,14-07-2016,08:44:13,8,Thursday,Morning,TRUE
5100,Airport,284,Trip Completed,14-07-2016 19:58,14-07-2016 20:43,14-07-2016,19:58:08,14-07-2016,20:43:30,19,Thursday,Evening,TRUE
5956,City,284,Trip Completed,15-07-2016 10:41,15-07-2016 11:44,15-07-2016,10:41:34,15-07-2016,11:44:04,10,Friday,Morning,TRUE
6701,City,284,Trip Completed,15-07-2016 22:55,15-07-2016 23:37,15-07-2016,22:55:07,15-07-2016,23:37:35,22,Friday,Night,TRUE
1,Airport,285,Trip Completed,11-07-2016 00:20,11-07-2016 00:51,11-07-2016,00:20:00,11-07-2016,00:51:00,0,Monday,Late Night,TRUE
1923,City,285,Trip Completed,12-07-2016 11:00,12-07-2016 12:00,12-07-2016,11:00:00,12-07-2016,12:00:00,11,Tuesday,Morning,TRUE
3804,Airport,285,Trip Completed,13-07-2016 21:00,13-07-2016 21:37,13-07-2016,21:00:54,13-07-2016,21:37:45,21,Wednesday,Night,TRUE
4876,Airport,285,Trip Completed,14-07-2016 17:46,14-07-2016 18:23,14-07-2016,17:46:11,14-07-2016,18:23:17,17,Thursday,Evening,TRUE
5428,Airport,285,Trip Completed,15-07-2016 02:28,15-07-2016 03:04,15-07-2016,02:28:34,15-07-2016,03:04:34,2,Friday,Late Night,TRUE
6452,City,285,Trip Completed,15-07-2016 20:07,15-07-2016 20:48,15-07-2016,20:07:33,15-07-2016,20:48:05,20,Friday,Night,TRUE
6703,City,285,Trip Completed,15-07-2016 22:51,15-07-2016 23:37,15-07-2016,22:51:55,15-07-2016,23:37:35,22,Friday,Night,TRUE
116,Airport,286,Trip Completed,11-07-2016 05:07,11-07-2016 05:53,11-07-2016,05:07:00,11-07-2016,05:53:00,5,Monday,Early Morning,TRUE
761,Airport,286,Trip Completed,11-07-2016 16:11,11-07-2016 17:12,11-07-2016,16:11:00,11-07-2016,17:12:00,16,Monday,Evening,TRUE
932,City,286,Trip Completed,11-07-2016 18:28,11-07-2016 19:20,11-07-2016,18:28:00,11-07-2016,19:20:00,18,Monday,Evening,TRUE
1217,City,286,Trip Completed,11-07-2016 21:23,11-07-2016 22:39,11-07-2016,21:23:00,11-07-2016,22:39:00,21,Monday,Night,TRUE
1617,Airport,286,Trip Completed,12-07-2016 06:53,12-07-2016 07:23,12-07-2016,06:53:00,12-07-2016,07:23:00,6,Tuesday,Early Morning,TRUE
1849,Airport,286,Trip Completed,12-07-2016 09:42,12-07-2016 10:28,12-07-2016,09:42:00,12-07-2016,10:28:00,9,Tuesday,Morning,TRUE
2055,City,286,Trip Completed,12-07-2016 14:54,12-07-2016 15:43,12-07-2016,14:54:00,12-07-2016,15:43:00,14,Tuesday,Afternoon,TRUE
2841,Airport,286,Trip Completed,13-07-2016 05:23,13-07-2016 05:53,13-07-2016,05:23:09,13-07-2016,05:53:14,5,Wednesday,Early Morning,TRUE
5983,City,286,Trip Completed,15-07-2016 11:41,15-07-2016 12:12,15-07-2016,11:41:07,15-07-2016,12:12:58,11,Friday,Morning,TRUE
6016,Airport,286,Trip Completed,15-07-2016 12:31,15-07-2016 13:19,15-07-2016,12:31:42,15-07-2016,13:19:49,12,Friday,Afternoon,TRUE
845,City,287,Trip Completed,11-07-2016 17:41,11-07-2016 18:57,11-07-2016,17:41:00,11-07-2016,18:57:00,17,Monday,Evening,TRUE
1832,Airport,287,Trip Completed,12-07-2016 09:36,12-07-2016 10:08,12-07-2016,09:36:00,12-07-2016,10:08:00,9,Tuesday,Morning,TRUE
2740,Airport,287,Trip Completed,13-07-2016 02:57,13-07-2016 04:06,13-07-2016,02:57:40,13-07-2016,04:06:25,2,Wednesday,Late Night,TRUE
3622,Airport,287,Trip Completed,13-07-2016 18:57,13-07-2016 20:15,13-07-2016,18:57:45,13-07-2016,20:15:14,18,Wednesday,Evening,TRUE
3979,City,287,Trip Completed,13-07-2016 23:16,13-07-2016 23:46,13-07-2016,23:16:27,13-07-2016,23:46:08,23,Wednesday,Night,TRUE
5749,Airport,287,Trip Completed,15-07-2016 07:59,15-07-2016 08:48,15-07-2016,07:59:14,15-07-2016,08:48:49,7,Friday,Early Morning,TRUE
6633,City,287,Trip Completed,15-07-2016 21:57,15-07-2016 22:49,15-07-2016,21:57:56,15-07-2016,22:49:32,21,Friday,Night,TRUE
1301,Airport,288,Trip Completed,11-07-2016 22:30,11-07-2016 23:13,11-07-2016,22:30:00,11-07-2016,23:13:00,22,Monday,Night,TRUE
2203,City,288,Trip Completed,12-07-2016 17:53,12-07-2016 18:30,12-07-2016,17:53:00,12-07-2016,18:30:00,17,Tuesday,Evening,TRUE
2569,City,288,Trip Completed,12-07-2016 21:37,12-07-2016 22:07,12-07-2016,21:37:00,12-07-2016,22:07:00,21,Tuesday,Night,TRUE
3621,Airport,288,Trip Completed,13-07-2016 18:56,13-07-2016 19:35,13-07-2016,18:56:20,13-07-2016,19:35:35,18,Wednesday,Evening,TRUE
4051,City,288,Trip Completed,14-07-2016 01:09,14-07-2016 02:09,14-07-2016,01:09:39,14-07-2016,02:09:47,1,Thursday,Late Night,TRUE
4831,City,288,Trip Completed,14-07-2016 17:25,14-07-2016 18:31,14-07-2016,17:25:26,14-07-2016,18:31:31,17,Thursday,Evening,TRUE
158,City,289,Trip Completed,11-07-2016 05:35,11-07-2016 06:41,11-07-2016,05:35:00,11-07-2016,06:41:00,5,Monday,Early Morning,TRUE
1290,City,289,Trip Completed,11-07-2016 22:23,11-07-2016 23:00,11-07-2016,22:23:00,11-07-2016,23:00:00,22,Monday,Night,TRUE
2441,City,289,Trip Completed,12-07-2016 20:23,12-07-2016 21:25,12-07-2016,20:23:00,12-07-2016,21:25:00,20,Tuesday,Night,TRUE
3681,Airport,289,Trip Completed,13-07-2016 19:31,13-07-2016 20:31,13-07-2016,19:31:38,13-07-2016,20:31:58,19,Wednesday,Evening,TRUE
4511,Airport,289,Trip Completed,14-07-2016 09:10,14-07-2016 10:18,14-07-2016,09:10:51,14-07-2016,10:18:58,9,Thursday,Morning,TRUE
4684,City,289,Trip Completed,14-07-2016 12:53,14-07-2016 13:28,14-07-2016,12:53:03,14-07-2016,13:28:25,12,Thursday,Afternoon,TRUE
5606,City,289,Trip Completed,15-07-2016 06:09,15-07-2016 07:23,15-07-2016,06:09:26,15-07-2016,07:23:32,6,Friday,Early Morning,TRUE
5708,Airport,289,Trip Completed,15-07-2016 07:35,15-07-2016 08:07,15-07-2016,07:35:03,15-07-2016,08:07:52,7,Friday,Early Morning,TRUE
5960,Airport,289,Trip Completed,15-07-2016 10:52,15-07-2016 11:29,15-07-2016,10:52:02,15-07-2016,11:29:14,10,Friday,Morning,TRUE
6014,City,289,Trip Completed,15-07-2016 12:31,15-07-2016 13:22,15-07-2016,12:31:09,15-07-2016,13:22:06,12,Friday,Afternoon,TRUE
6193,City,289,Trip Completed,15-07-2016 17:19,15-07-2016 18:06,15-07-2016,17:19:42,15-07-2016,18:06:25,17,Friday,Evening,TRUE
6635,City,289,Trip Completed,15-07-2016 22:01,15-07-2016 23:04,15-07-2016,22:01:09,15-07-2016,23:04:55,22,Friday,Night,TRUE
82,Airport,290,Trip Completed,11-07-2016 04:47,11-07-2016 05:23,11-07-2016,04:47:00,11-07-2016,05:23:00,4,Monday,Early Morning,TRUE
2518,Airport,290,Trip Completed,12-07-2016 21:07,12-07-2016 22:10,12-07-2016,21:07:00,12-07-2016,22:10:00,21,Tuesday,Night,TRUE
2644,City,290,Trip Completed,12-07-2016 22:39,12-07-2016 23:20,12-07-2016,22:39:00,12-07-2016,23:20:00,22,Tuesday,Night,TRUE
3280,Airport,290,Trip Completed,13-07-2016 10:43,13-07-2016 11:23,13-07-2016,10:43:30,13-07-2016,11:23:53,10,Wednesday,Morning,TRUE
3486,City,290,Trip Completed,13-07-2016 17:23,13-07-2016 18:23,13-07-2016,17:23:53,13-07-2016,18:23:41,17,Wednesday,Evening,TRUE
5297,City,290,Trip Completed,14-07-2016 21:51,14-07-2016 22:25,14-07-2016,21:51:46,14-07-2016,22:25:10,21,Thursday,Night,TRUE
5802,City,290,Trip Completed,15-07-2016 08:43,15-07-2016 09:08,15-07-2016,08:43:21,15-07-2016,09:08:12,8,Friday,Morning,TRUE
6675,City,290,Trip Completed,15-07-2016 22:21,15-07-2016 23:21,15-07-2016,22:21:38,15-07-2016,23:21:50,22,Friday,Night,TRUE
2025,City,291,Trip Completed,12-07-2016 13:56,12-07-2016 14:58,12-07-2016,13:56:00,12-07-2016,14:58:00,13,Tuesday,Afternoon,TRUE
2270,City,291,Trip Completed,12-07-2016 18:28,12-07-2016 19:17,12-07-2016,18:28:00,12-07-2016,19:17:00,18,Tuesday,Evening,TRUE
3701,Airport,291,Trip Completed,13-07-2016 19:46,13-07-2016 20:51,13-07-2016,19:46:35,13-07-2016,20:51:03,19,Wednesday,Evening,TRUE
4618,City,291,Trip Completed,14-07-2016 11:02,14-07-2016 11:40,14-07-2016,11:02:05,14-07-2016,11:40:50,11,Thursday,Morning,TRUE
4909,Airport,291,Trip Completed,14-07-2016 18:03,14-07-2016 18:34,14-07-2016,18:03:53,14-07-2016,18:34:08,18,Thursday,Evening,TRUE
5578,City,291,Trip Completed,15-07-2016 05:48,15-07-2016 06:43,15-07-2016,05:48:03,15-07-2016,06:43:14,5,Friday,Early Morning,TRUE
6404,Airport,291,Trip Completed,15-07-2016 19:24,15-07-2016 20:03,15-07-2016,19:24:59,15-07-2016,20:03:36,19,Friday,Evening,TRUE
6623,City,291,Trip Completed,15-07-2016 21:51,15-07-2016 23:12,15-07-2016,21:51:36,15-07-2016,23:12:06,21,Friday,Night,TRUE
6738,Airport,291,Trip Completed,15-07-2016 23:45,16-07-2016 00:35,15-07-2016,23:45:13,16-07-2016,00:35:45,23,Friday,Night,TRUE
497,City,292,Trip Completed,11-07-2016 09:33,11-07-2016 10:09,11-07-2016,09:33:00,11-07-2016,10:09:00,9,Monday,Morning,TRUE
