Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Time,Drop Time,Request Hour,Request Day,Trip Completed,Date
1491,City,240,Cancelled,12-07-2016 05:36,,05:36:00,,5,Tuesday,FALSE,12-07-2016
4392,City,240,Cancelled,14-07-2016 07:56,,07:56:17,,7,Thursday,FALSE,14-07-2016
5396,City,240,Cancelled,15-07-2016 00:54,,00:54:12,,0,Friday,FALSE,15-07-2016
5767,City,240,Cancelled,15-07-2016 08:19,,08:19:53,,8,Friday,FALSE,15-07-2016
5498,City,241,Cancelled,15-07-2016 04:56,,04:56:28,,4,Friday,FALSE,15-07-2016
5755,City,241,Cancelled,15-07-2016 08:05,,08:05:55,,8,Friday,FALSE,15-07-2016
414,City,242,Cancelled,11-07-2016 08:41,,08:41:00,,8,Monday,FALSE,11-07-2016
1621,City,242,Cancelled,12-07-2016 06:56,,06:56:00,,6,Tuesday,FALSE,12-07-2016
5288,Airport,242,Cancelled,14-07-2016 21:42,,21:42:19,,21,Thursday,FALSE,14-07-2016
1778,City,243,Cancelled,12-07-2016 09:01,,09:01:00,,9,Tuesday,FALSE,12-07-2016
5266,Airport,243,Cancelled,14-07-2016 21:26,,21:26:44,,21,Thursday,FALSE,14-07-2016
5836,City,243,Cancelled,15-07-2016 09:02,,09:02:31,,9,Friday,FALSE,15-07-2016
115,City,244,Cancelled,11-07-2016 05:14,,05:14:00,,5,Monday,FALSE,11-07-2016
4655,City,244,Cancelled,14-07-2016 12:04,,12:04:12,,12,Thursday,FALSE,14-07-2016
5590,City,244,Cancelled,15-07-2016 06:02,,06:02:31,,6,Friday,FALSE,15-07-2016
1784,City,245,Cancelled,12-07-2016 09:02,,09:02:00,,9,Tuesday,FALSE,12-07-2016
3123,City,245,Cancelled,13-07-2016 08:39,,08:39:59,,8,Wednesday,FALSE,13-07-2016
3330,City,245,Cancelled,13-07-2016 12:25,,12:25:07,,12,Wednesday,FALSE,13-07-2016
4376,City,245,Cancelled,14-07-2016 07:41,,07:41:41,,7,Thursday,FALSE,14-07-2016
4540,City,245,Cancelled,14-07-2016 09:38,,09:38:51,,9,Thursday,FALSE,14-07-2016
431,City,246,Cancelled,11-07-2016 08:56,,08:56:00,,8,Monday,FALSE,11-07-2016
1599,City,246,Cancelled,12-07-2016 06:39,,06:39:00,,6,Tuesday,FALSE,12-07-2016
1725,City,246,Cancelled,12-07-2016 08:17,,08:17:00,,8,Tuesday,FALSE,12-07-2016
4248,City,246,Cancelled,14-07-2016 06:02,,06:02:41,,6,Thursday,FALSE,14-07-2016
133,City,247,Cancelled,11-07-2016 05:14,,05:14:00,,5,Monday,FALSE,11-07-2016
4170,City,247,Cancelled,14-07-2016 05:09,,05:09:42,,5,Thursday,FALSE,14-07-2016
6057,Airport,247,Cancelled,15-07-2016 13:41,,13:41:55,,13,Friday,FALSE,15-07-2016
108,City,248,Cancelled,11-07-2016 05:09,,05:09:00,,5,Monday,FALSE,11-07-2016
1798,City,248,Cancelled,12-07-2016 09:10,,09:10:00,,9,Tuesday,FALSE,12-07-2016
1932,City,248,Cancelled,12-07-2016 11:13,,11:13:00,,11,Tuesday,FALSE,12-07-2016
5865,City,248,Cancelled,15-07-2016 09:18,,09:18:48,,9,Friday,FALSE,15-07-2016
5981,City,248,Cancelled,15-07-2016 11:40,,11:40:05,,11,Friday,FALSE,15-07-2016
363,City,249,Cancelled,11-07-2016 08:02,,08:02:00,,8,Monday,FALSE,11-07-2016
3153,City,249,Cancelled,13-07-2016 09:03,,09:03:21,,9,Wednesday,FALSE,13-07-2016
3196,City,249,Cancelled,13-07-2016 09:37,,09:37:26,,9,Wednesday,FALSE,13-07-2016
3214,City,249,Cancelled,13-07-2016 09:46,,09:46:56,,9,Wednesday,FALSE,13-07-2016
4171,City,249,Cancelled,14-07-2016 05:11,,05:11:39,,5,Thursday,FALSE,14-07-2016
5824,City,249,Cancelled,15-07-2016 08:50,,08:50:27,,8,Friday,FALSE,15-07-2016
1866,City,250,Cancelled,12-07-2016 09:52,,09:52:00,,9,Tuesday,FALSE,12-07-2016
2958,City,250,Cancelled,13-07-2016 06:46,,06:46:00,,6,Wednesday,FALSE,13-07-2016
3181,Airport,250,Cancelled,13-07-2016 09:19,,09:19:04,,9,Wednesday,FALSE,13-07-2016
5833,City,250,Cancelled,15-07-2016 08:57,,08:57:27,,8,Friday,FALSE,15-07-2016
5873,City,250,Cancelled,15-07-2016 09:20,,09:20:40,,9,Friday,FALSE,15-07-2016
415,Airport,251,Cancelled,11-07-2016 08:37,,08:37:00,,8,Monday,FALSE,11-07-2016
4439,City,251,Cancelled,14-07-2016 08:27,,08:27:51,,8,Thursday,FALSE,14-07-2016
5761,City,251,Cancelled,15-07-2016 08:18,,08:18:14,,8,Friday,FALSE,15-07-2016
490,City,252,Cancelled,11-07-2016 09:33,,09:33:00,,9,Monday,FALSE,11-07-2016
464,City,253,Cancelled,11-07-2016 09:14,,09:14:00,,9,Monday,FALSE,11-07-2016
725,Airport,253,Cancelled,11-07-2016 15:02,,15:02:00,,15,Monday,FALSE,11-07-2016
2418,Airport,254,Cancelled,12-07-2016 20:05,,20:05:00,,20,Tuesday,FALSE,12-07-2016
4137,City,254,Cancelled,14-07-2016 04:48,,04:48:41,,4,Thursday,FALSE,14-07-2016
780,Airport,255,Cancelled,11-07-2016 16:42,,16:42:00,,16,Monday,FALSE,11-07-2016
1601,City,255,Cancelled,12-07-2016 06:43,,06:43:00,,6,Tuesday,FALSE,12-07-2016
1831,Airport,255,Cancelled,12-07-2016 09:27,,09:27:00,,9,Tuesday,FALSE,12-07-2016
5545,City,255,Cancelled,15-07-2016 05:27,,05:27:12,,5,Friday,FALSE,15-07-2016
2782,City,256,Cancelled,13-07-2016 04:50,,04:50:27,,4,Wednesday,FALSE,13-07-2016
4202,City,256,Cancelled,14-07-2016 05:37,,05:37:41,,5,Thursday,FALSE,14-07-2016
4253,City,256,Cancelled,14-07-2016 06:02,,06:02:50,,6,Thursday,FALSE,14-07-2016
4669,City,256,Cancelled,14-07-2016 12:34,,12:34:18,,12,Thursday,FALSE,14-07-2016
5694,City,256,Cancelled,15-07-2016 07:31,,07:31:03,,7,Friday,FALSE,15-07-2016
5707,City,256,Cancelled,15-07-2016 07:32,,07:32:56,,7,Friday,FALSE,15-07-2016
5795,City,256,Cancelled,15-07-2016 08:41,,08:41:36,,8,Friday,FALSE,15-07-2016
4203,City,257,Cancelled,14-07-2016 05:36,,05:36:28,,5,Thursday,FALSE,14-07-2016
5928,City,257,Cancelled,15-07-2016 10:07,,10:07:34,,10,Friday,FALSE,15-07-2016
471,City,258,Cancelled,11-07-2016 09:22,,09:22:00,,9,Monday,FALSE,11-07-2016
4505,City,258,Cancelled,14-07-2016 09:09,,09:09:33,,9,Thursday,FALSE,14-07-2016
5876,City,258,Cancelled,15-07-2016 09:27,,09:27:22,,9,Friday,FALSE,15-07-2016
332,City,259,Cancelled,11-07-2016 07:40,,07:40:00,,7,Monday,FALSE,11-07-2016
1734,City,259,Cancelled,12-07-2016 08:25,,08:25:00,,8,Tuesday,FALSE,12-07-2016
3202,City,259,Cancelled,13-07-2016 09:41,,09:41:02,,9,Wednesday,FALSE,13-07-2016
4232,City,259,Cancelled,14-07-2016 05:55,,05:55:47,,5,Thursday,FALSE,14-07-2016
6608,Airport,259,Cancelled,15-07-2016 21:46,,21:46:57,,21,Friday,FALSE,15-07-2016
1703,City,260,Cancelled,12-07-2016 08:05,,08:05:00,,8,Tuesday,FALSE,12-07-2016
3001,City,260,Cancelled,13-07-2016 07:15,,07:15:27,,7,Wednesday,FALSE,13-07-2016
3149,City,260,Cancelled,13-07-2016 08:55,,08:55:18,,8,Wednesday,FALSE,13-07-2016
4496,City,260,Cancelled,14-07-2016 09:02,,09:02:24,,9,Thursday,FALSE,14-07-2016
1591,City,261,Cancelled,12-07-2016 06:28,,06:28:00,,6,Tuesday,FALSE,12-07-2016
1876,City,261,Cancelled,12-07-2016 10:01,,10:01:00,,10,Tuesday,FALSE,12-07-2016
4169,City,261,Cancelled,14-07-2016 05:12,,05:12:56,,5,Thursday,FALSE,14-07-2016
4512,City,261,Cancelled,14-07-2016 09:15,,09:15:30,,9,Thursday,FALSE,14-07-2016
2895,City,262,Cancelled,13-07-2016 06:02,,06:02:04,,6,Wednesday,FALSE,13-07-2016
4330,City,262,Cancelled,14-07-2016 07:13,,07:13:49,,7,Thursday,FALSE,14-07-2016
4801,City,262,Cancelled,14-07-2016 16:59,,16:59:11,,16,Thursday,FALSE,14-07-2016
5787,City,262,Cancelled,15-07-2016 08:30,,08:30:20,,8,Friday,FALSE,15-07-2016
743,City,263,Cancelled,11-07-2016 15:37,,15:37:00,,15,Monday,FALSE,11-07-2016
3704,Airport,263,Cancelled,13-07-2016 19:47,,19:47:50,,19,Wednesday,FALSE,13-07-2016
485,City,264,Cancelled,11-07-2016 09:33,,09:33:00,,9,Monday,FALSE,11-07-2016
647,City,264,Cancelled,11-07-2016 12:37,,12:37:00,,12,Monday,FALSE,11-07-2016
1858,City,264,Cancelled,12-07-2016 09:54,,09:54:00,,9,Tuesday,FALSE,12-07-2016
4755,City,264,Cancelled,14-07-2016 15:17,,15:17:34,,15,Thursday,FALSE,14-07-2016
5769,City,264,Cancelled,15-07-2016 08:21,,08:21:38,,8,Friday,FALSE,15-07-2016
2988,City,265,Cancelled,13-07-2016 07:09,,07:09:54,,7,Wednesday,FALSE,13-07-2016
553,City,266,Cancelled,11-07-2016 10:09,,10:09:00,,10,Monday,FALSE,11-07-2016
676,City,266,Cancelled,11-07-2016 13:23,,13:23:00,,13,Monday,FALSE,11-07-2016
1516,City,266,Cancelled,12-07-2016 05:44,,05:44:00,,5,Tuesday,FALSE,12-07-2016
1763,City,266,Cancelled,12-07-2016 08:51,,08:51:00,,8,Tuesday,FALSE,12-07-2016
4144,City,266,Cancelled,14-07-2016 04:50,,04:50:45,,4,Thursday,FALSE,14-07-2016
6541,Airport,266,Cancelled,15-07-2016 20:54,,20:54:48,,20,Friday,FALSE,15-07-2016
147,City,267,Cancelled,11-07-2016 05:26,,05:26:00,,5,Monday,FALSE,11-07-2016
2881,City,267,Cancelled,13-07-2016 05:58,,05:58:31,,5,Wednesday,FALSE,13-07-2016
2964,City,267,Cancelled,13-07-2016 06:48,,06:48:48,,6,Wednesday,FALSE,13-07-2016
4236,City,267,Cancelled,14-07-2016 05:53,,05:53:18,,5,Thursday,FALSE,14-07-2016
4447,City,267,Cancelled,14-07-2016 08:32,,08:32:05,,8,Thursday,FALSE,14-07-2016
4579,Airport,267,Cancelled,14-07-2016 10:04,,10:04:05,,10,Thursday,FALSE,14-07-2016
5720,City,267,Cancelled,15-07-2016 07:37,,07:37:57,,7,Friday,FALSE,15-07-2016
5820,City,267,Cancelled,15-07-2016 08:50,,08:50:10,,8,Friday,FALSE,15-07-2016
6487,Airport,267,Cancelled,15-07-2016 20:23,,20:23:14,,20,Friday,FALSE,15-07-2016
120,City,268,Cancelled,11-07-2016 05:04,,05:04:00,,5,Monday,FALSE,11-07-2016
1560,City,268,Cancelled,12-07-2016 06:06,,06:06:00,,6,Tuesday,FALSE,12-07-2016
4815,Airport,268,Cancelled,14-07-2016 17:18,,17:18:23,,17,Thursday,FALSE,14-07-2016
166,City,269,Cancelled,11-07-2016 05:41,,05:41:00,,5,Monday,FALSE,11-07-2016
1655,Airport,269,Cancelled,12-07-2016 07:27,,07:27:00,,7,Tuesday,FALSE,12-07-2016
1670,City,269,Cancelled,12-07-2016 07:36,,07:36:00,,7,Tuesday,FALSE,12-07-2016
3026,City,269,Cancelled,13-07-2016 07:29,,07:29:18,,7,Wednesday,FALSE,13-07-2016
3388,City,269,Cancelled,13-07-2016 14:36,,14:36:39,,14,Wednesday,FALSE,13-07-2016
5809,City,269,Cancelled,15-07-2016 08:48,,08:48:20,,8,Friday,FALSE,15-07-2016
6080,Airport,269,Cancelled,15-07-2016 14:17,,14:17:28,,14,Friday,FALSE,15-07-2016
1545,Airport,270,Cancelled,12-07-2016 06:01,,06:01:00,,6,Tuesday,FALSE,12-07-2016
3032,City,270,Cancelled,13-07-2016 07:33,,07:33:57,,7,Wednesday,FALSE,13-07-2016
3156,City,270,Cancelled,13-07-2016 09:00,,09:00:40,,9,Wednesday,FALSE,13-07-2016
4741,City,270,Cancelled,14-07-2016 14:52,,14:52:18,,14,Thursday,FALSE,14-07-2016
5582,City,270,Cancelled,15-07-2016 05:52,,05:52:11,,5,Friday,FALSE,15-07-2016
5677,City,270,Cancelled,15-07-2016 07:06,,07:06:05,,7,Friday,FALSE,15-07-2016
5989,Airport,270,Cancelled,15-07-2016 11:46,,11:46:11,,11,Friday,FALSE,15-07-2016
417,City,271,Cancelled,11-07-2016 08:42,,08:42:00,,8,Monday,FALSE,11-07-2016
1437,City,271,Cancelled,12-07-2016 04:42,,04:42:00,,4,Tuesday,FALSE,12-07-2016
3063,City,271,Cancelled,13-07-2016 07:55,,07:55:16,,7,Wednesday,FALSE,13-07-2016
3100,City,271,Cancelled,13-07-2016 08:18,,08:18:13,,8,Wednesday,FALSE,13-07-2016
3148,City,271,Cancelled,13-07-2016 09:02,,09:02:46,,9,Wednesday,FALSE,13-07-2016
305,City,272,Cancelled,11-07-2016 07:17,,07:17:00,,7,Monday,FALSE,11-07-2016
1511,City,272,Cancelled,12-07-2016 05:40,,05:40:00,,5,Tuesday,FALSE,12-07-2016
2830,City,272,Cancelled,13-07-2016 05:19,,05:19:51,,5,Wednesday,FALSE,13-07-2016
2938,City,272,Cancelled,13-07-2016 06:33,,06:33:04,,6,Wednesday,FALSE,13-07-2016
346,City,273,Cancelled,11-07-2016 07:54,,07:54:00,,7,Monday,FALSE,11-07-2016
1684,City,274,Cancelled,12-07-2016 07:50,,07:50:00,,7,Tuesday,FALSE,12-07-2016
3027,City,274,Cancelled,13-07-2016 07:26,,07:26:36,,7,Wednesday,FALSE,13-07-2016
3017,Airport,274,Cancelled,13-07-2016 07:29,,07:29:44,,7,Wednesday,FALSE,13-07-2016
4926,Airport,274,Cancelled,14-07-2016 18:20,,18:20:41,,18,Thursday,FALSE,14-07-2016
2222,City,275,Cancelled,12-07-2016 18:03,,18:03:00,,18,Tuesday,FALSE,12-07-2016
2237,City,275,Cancelled,12-07-2016 18:19,,18:19:00,,18,Tuesday,FALSE,12-07-2016
4207,City,275,Cancelled,14-07-2016 05:30,,05:30:56,,5,Thursday,FALSE,14-07-2016
4223,City,275,Cancelled,14-07-2016 05:46,,05:46:02,,5,Thursday,FALSE,14-07-2016
4452,City,275,Cancelled,14-07-2016 08:34,,08:34:36,,8,Thursday,FALSE,14-07-2016
5632,City,275,Cancelled,15-07-2016 06:35,,06:35:32,,6,Friday,FALSE,15-07-2016
5879,City,275,Cancelled,15-07-2016 09:27,,09:27:08,,9,Friday,FALSE,15-07-2016
395,City,276,Cancelled,11-07-2016 08:32,,08:32:00,,8,Monday,FALSE,11-07-2016
495,City,276,Cancelled,11-07-2016 09:37,,09:37:00,,9,Monday,FALSE,11-07-2016
1228,City,276,Cancelled,11-07-2016 21:37,,21:37:00,,21,Monday,FALSE,11-07-2016
1481,City,277,Cancelled,12-07-2016 05:24,,05:24:00,,5,Tuesday,FALSE,12-07-2016
1616,City,277,Cancelled,12-07-2016 06:54,,06:54:00,,6,Tuesday,FALSE,12-07-2016
1627,City,277,Cancelled,12-07-2016 07:02,,07:02:00,,7,Tuesday,FALSE,12-07-2016
1726,City,277,Cancelled,12-07-2016 08:25,,08:25:00,,8,Tuesday,FALSE,12-07-2016
2789,City,277,Cancelled,13-07-2016 04:50,,04:50:46,,4,Wednesday,FALSE,13-07-2016
3552,Airport,277,Cancelled,13-07-2016 18:01,,18:01:34,,18,Wednesday,FALSE,13-07-2016
4130,City,277,Cancelled,14-07-2016 04:41,,04:41:54,,4,Thursday,FALSE,14-07-2016
294,City,278,Cancelled,11-07-2016 07:12,,07:12:00,,7,Monday,FALSE,11-07-2016
315,City,278,Cancelled,11-07-2016 07:34,,07:34:00,,7,Monday,FALSE,11-07-2016
1718,City,278,Cancelled,12-07-2016 08:14,,08:14:00,,8,Tuesday,FALSE,12-07-2016
2122,City,278,Cancelled,12-07-2016 16:50,,16:50:00,,16,Tuesday,FALSE,12-07-2016
2387,City,278,Cancelled,12-07-2016 19:46,,19:46:00,,19,Tuesday,FALSE,12-07-2016
140,City,279,Cancelled,11-07-2016 05:17,,05:17:00,,5,Monday,FALSE,11-07-2016
505,City,279,Cancelled,11-07-2016 09:44,,09:44:00,,9,Monday,FALSE,11-07-2016
2950,City,279,Cancelled,13-07-2016 06:40,,06:40:30,,6,Wednesday,FALSE,13-07-2016
5800,City,279,Cancelled,15-07-2016 08:44,,08:44:20,,8,Friday,FALSE,15-07-2016
1877,City,280,Cancelled,12-07-2016 10:03,,10:03:00,,10,Tuesday,FALSE,12-07-2016
3437,City,280,Cancelled,13-07-2016 16:10,,16:10:20,,16,Wednesday,FALSE,13-07-2016
3820,Airport,280,Cancelled,13-07-2016 21:07,,21:07:32,,21,Wednesday,FALSE,13-07-2016
5076,City,280,Cancelled,14-07-2016 19:38,,19:38:01,,19,Thursday,FALSE,14-07-2016
5660,City,280,Cancelled,15-07-2016 07:02,,07:02:00,,7,Friday,FALSE,15-07-2016
6242,Airport,280,Cancelled,15-07-2016 17:55,,17:55:10,,17,Friday,FALSE,15-07-2016
6321,Airport,280,Cancelled,15-07-2016 18:37,,18:37:53,,18,Friday,FALSE,15-07-2016
3086,City,281,Cancelled,13-07-2016 08:12,,08:12:18,,8,Wednesday,FALSE,13-07-2016
4538,City,281,Cancelled,14-07-2016 09:38,,09:38:03,,9,Thursday,FALSE,14-07-2016
1233,Airport,282,Cancelled,11-07-2016 21:38,,21:38:00,,21,Monday,FALSE,11-07-2016
1883,City,282,Cancelled,12-07-2016 10:06,,10:06:00,,10,Tuesday,FALSE,12-07-2016
3233,City,282,Cancelled,13-07-2016 10:01,,10:01:44,,10,Wednesday,FALSE,13-07-2016
3237,City,282,Cancelled,13-07-2016 10:06,,10:06:32,,10,Wednesday,FALSE,13-07-2016
3577,Airport,282,Cancelled,13-07-2016 18:24,,18:24:15,,18,Wednesday,FALSE,13-07-2016
219,City,283,Cancelled,11-07-2016 06:15,,06:15:00,,6,Monday,FALSE,11-07-2016
493,City,283,Cancelled,11-07-2016 09:30,,09:30:00,,9,Monday,FALSE,11-07-2016
1575,City,283,Cancelled,12-07-2016 06:23,,06:23:00,,6,Tuesday,FALSE,12-07-2016
5631,City,283,Cancelled,15-07-2016 06:36,,06:36:14,,6,Friday,FALSE,15-07-2016
109,City,284,Cancelled,11-07-2016 05:01,,05:01:00,,5,Monday,FALSE,11-07-2016
299,City,284,Cancelled,11-07-2016 07:13,,07:13:00,,7,Monday,FALSE,11-07-2016
347,City,284,Cancelled,11-07-2016 07:51,,07:51:00,,7,Monday,FALSE,11-07-2016
538,City,284,Cancelled,11-07-2016 10:00,,10:00:00,,10,Monday,FALSE,11-07-2016
3250,City,284,Cancelled,13-07-2016 10:09,,10:09:28,,10,Wednesday,FALSE,13-07-2016
3983,City,284,Cancelled,13-07-2016 23:19,,23:19:23,,23,Wednesday,FALSE,13-07-2016
2948,City,285,Cancelled,13-07-2016 06:39,,06:39:27,,6,Wednesday,FALSE,13-07-2016
2982,City,285,Cancelled,13-07-2016 07:04,,07:04:21,,7,Wednesday,FALSE,13-07-2016
3055,City,285,Cancelled,13-07-2016 07:48,,07:48:58,,7,Wednesday,FALSE,13-07-2016
3759,City,285,Cancelled,13-07-2016 20:34,,20:34:32,,20,Wednesday,FALSE,13-07-2016
4389,City,285,Cancelled,14-07-2016 07:56,,07:56:57,,7,Thursday,FALSE,14-07-2016
5949,City,285,Cancelled,15-07-2016 10:30,,10:30:58,,10,Friday,FALSE,15-07-2016
441,City,286,Cancelled,11-07-2016 09:05,,09:05:00,,9,Monday,FALSE,11-07-2016
1109,City,286,Cancelled,11-07-2016 20:23,,20:23:00,,20,Monday,FALSE,11-07-2016
1693,Airport,286,Cancelled,12-07-2016 07:50,,07:50:00,,7,Tuesday,FALSE,12-07-2016
3198,City,286,Cancelled,13-07-2016 09:39,,09:39:19,,9,Wednesday,FALSE,13-07-2016
4507,City,286,Cancelled,14-07-2016 09:09,,09:09:57,,9,Thursday,FALSE,14-07-2016
6058,City,286,Cancelled,15-07-2016 13:47,,13:47:11,,13,Friday,FALSE,15-07-2016
1630,City,287,Cancelled,12-07-2016 07:03,,07:03:00,,7,Tuesday,FALSE,12-07-2016
3451,Airport,287,Cancelled,13-07-2016 16:53,,16:53:56,,16,Wednesday,FALSE,13-07-2016
3839,Airport,287,Cancelled,13-07-2016 21:28,,21:28:41,,21,Wednesday,FALSE,13-07-2016
4258,City,287,Cancelled,14-07-2016 06:12,,06:12:03,,6,Thursday,FALSE,14-07-2016
4677,Airport,287,Cancelled,14-07-2016 12:45,,12:45:00,,12,Thursday,FALSE,14-07-2016
5603,City,287,Cancelled,15-07-2016 06:08,,06:08:31,,6,Friday,FALSE,15-07-2016
186,City,288,Cancelled,11-07-2016 05:48,,05:48:00,,5,Monday,FALSE,11-07-2016
2094,Airport,288,Cancelled,12-07-2016 15:51,,15:51:00,,15,Tuesday,FALSE,12-07-2016
4354,City,288,Cancelled,14-07-2016 07:26,,07:26:35,,7,Thursday,FALSE,14-07-2016
340,City,289,Cancelled,11-07-2016 07:51,,07:51:00,,7,Monday,FALSE,11-07-2016
5499,City,289,Cancelled,15-07-2016 05:07,,05:07:17,,5,Friday,FALSE,15-07-2016
151,City,290,Cancelled,11-07-2016 05:27,,05:27:00,,5,Monday,FALSE,11-07-2016
316,City,290,Cancelled,11-07-2016 07:26,,07:26:00,,7,Monday,FALSE,11-07-2016
561,City,290,Cancelled,11-07-2016 10:10,,10:10:00,,10,Monday,FALSE,11-07-2016
1582,City,290,Cancelled,12-07-2016 06:23,,06:23:00,,6,Tuesday,FALSE,12-07-2016
1871,City,290,Cancelled,12-07-2016 10:04,,10:04:00,,10,Tuesday,FALSE,12-07-2016
4213,City,290,Cancelled,14-07-2016 05:39,,05:39:02,,5,Thursday,FALSE,14-07-2016
5801,City,290,Cancelled,15-07-2016 08:40,,08:40:03,,8,Friday,FALSE,15-07-2016
144,City,291,Cancelled,11-07-2016 05:24,,05:24:00,,5,Monday,FALSE,11-07-2016
1383,City,291,Cancelled,12-07-2016 01:12,,01:12:00,,1,Tuesday,FALSE,12-07-2016
3216,City,291,Cancelled,13-07-2016 09:50,,09:50:23,,9,Wednesday,FALSE,13-07-2016
184,City,292,Cancelled,11-07-2016 05:49,,05:49:00,,5,Monday,FALSE,11-07-2016
4435,City,292,Cancelled,14-07-2016 08:25,,08:25:24,,8,Thursday,FALSE,14-07-2016
5623,City,292,Cancelled,15-07-2016 06:27,,06:27:46,,6,Friday,FALSE,15-07-2016
2837,City,293,Cancelled,13-07-2016 05:19,,05:19:53,,5,Wednesday,FALSE,13-07-2016
5812,City,293,Cancelled,15-07-2016 08:44,,08:44:40,,8,Friday,FALSE,15-07-2016
407,City,294,Cancelled,11-07-2016 08:33,,08:33:00,,8,Monday,FALSE,11-07-2016
486,City,294,Cancelled,11-07-2016 09:29,,09:29:00,,9,Monday,FALSE,11-07-2016
4489,City,294,Cancelled,14-07-2016 08:53,,08:53:51,,8,Thursday,FALSE,14-07-2016
1251,City,295,Cancelled,11-07-2016 21:47,,21:47:00,,21,Monday,FALSE,11-07-2016
2875,City,295,Cancelled,13-07-2016 05:54,,05:54:23,,5,Wednesday,FALSE,13-07-2016
3104,City,295,Cancelled,13-07-2016 08:25,,08:25:16,,8,Wednesday,FALSE,13-07-2016
3909,City,295,Cancelled,13-07-2016 22:13,,22:13:42,,22,Wednesday,FALSE,13-07-2016
4338,City,295,Cancelled,14-07-2016 07:20,,07:20:59,,7,Thursday,FALSE,14-07-2016
4479,City,295,Cancelled,14-07-2016 08:41,,08:41:51,,8,Thursday,FALSE,14-07-2016
3187,City,296,Cancelled,13-07-2016 09:31,,09:31:32,,9,Wednesday,FALSE,13-07-2016
4251,City,296,Cancelled,14-07-2016 05:55,,05:55:36,,5,Thursday,FALSE,14-07-2016
5514,City,296,Cancelled,15-07-2016 05:08,,05:08:25,,5,Friday,FALSE,15-07-2016
5690,City,296,Cancelled,15-07-2016 07:20,,07:20:54,,7,Friday,FALSE,15-07-2016
295,Airport,297,Cancelled,11-07-2016 07:10,,07:10:00,,7,Monday,FALSE,11-07-2016
1487,City,297,Cancelled,12-07-2016 05:23,,05:23:00,,5,Tuesday,FALSE,12-07-2016
5515,City,297,Cancelled,15-07-2016 05:13,,05:13:03,,5,Friday,FALSE,15-07-2016
5535,City,297,Cancelled,15-07-2016 05:19,,05:19:48,,5,Friday,FALSE,15-07-2016
284,City,298,Cancelled,11-07-2016 07:05,,07:05:00,,7,Monday,FALSE,11-07-2016
2966,City,298,Cancelled,13-07-2016 06:54,,06:54:13,,6,Wednesday,FALSE,13-07-2016
3120,City,298,Cancelled,13-07-2016 08:32,,08:32:08,,8,Wednesday,FALSE,13-07-2016
4552,City,298,Cancelled,14-07-2016 09:40,,09:40:33,,9,Thursday,FALSE,14-07-2016
758,City,299,Cancelled,11-07-2016 16:06,,16:06:00,,16,Monday,FALSE,11-07-2016
1641,City,299,Cancelled,12-07-2016 07:20,,07:20:00,,7,Tuesday,FALSE,12-07-2016
4158,City,299,Cancelled,14-07-2016 05:03,,05:03:10,,5,Thursday,FALSE,14-07-2016
4164,City,299,Cancelled,14-07-2016 05:06,,05:06:40,,5,Thursday,FALSE,14-07-2016
4448,City,299,Cancelled,14-07-2016 08:30,,08:30:59,,8,Thursday,FALSE,14-07-2016
4225,City,300,Cancelled,14-07-2016 05:46,,05:46:06,,5,Thursday,FALSE,14-07-2016
1362,City,,No Cars Available,11-07-2016 00:02,,00:02:00,,0,Monday,FALSE,11-07-2016
1364,City,,No Cars Available,11-07-2016 00:06,,00:06:00,,0,Monday,FALSE,11-07-2016
1366,City,,No Cars Available,11-07-2016 00:09,,00:09:00,,0,Monday,FALSE,11-07-2016
2,Airport,,No Cars Available,11-07-2016 00:23,,00:23:00,,0,Monday,FALSE,11-07-2016
7,Airport,,No Cars Available,11-07-2016 00:30,,00:30:00,,0,Monday,FALSE,11-07-2016
6,City,,No Cars Available,11-07-2016 00:36,,00:36:00,,0,Monday,FALSE,11-07-2016
4,City,,No Cars Available,11-07-2016 00:37,,00:37:00,,0,Monday,FALSE,11-07-2016
8,City,,No Cars Available,11-07-2016 00:40,,00:40:00,,0,Monday,FALSE,11-07-2016
12,City,,No Cars Available,11-07-2016 01:08,,01:08:00,,1,Monday,FALSE,11-07-2016
16,Airport,,No Cars Available,11-07-2016 01:09,,01:09:00,,1,Monday,FALSE,11-07-2016
14,Airport,,No Cars Available,11-07-2016 01:10,,01:10:00,,1,Monday,FALSE,11-07-2016
19,City,,No Cars Available,11-07-2016 01:14,,01:14:00,,1,Monday,FALSE,11-07-2016
15,City,,No Cars Available,11-07-2016 01:15,,01:15:00,,1,Monday,FALSE,11-07-2016
17,Airport,,No Cars Available,11-07-2016 01:16,,01:16:00,,1,Monday,FALSE,11-07-2016
20,Airport,,No Cars Available,11-07-2016 01:23,,01:23:00,,1,Monday,FALSE,11-07-2016
23,City,,No Cars Available,11-07-2016 01:38,,01:38:00,,1,Monday,FALSE,11-07-2016
22,Airport,,No Cars Available,11-07-2016 01:40,,01:40:00,,1,Monday,FALSE,11-07-2016
25,Airport,,No Cars Available,11-07-2016 01:45,,01:45:00,,1,Monday,FALSE,11-07-2016
24,Airport,,No Cars Available,11-07-2016 01:48,,01:48:00,,1,Monday,FALSE,11-07-2016
27,Airport,,No Cars Available,11-07-2016 01:49,,01:49:00,,1,Monday,FALSE,11-07-2016
